S1 			 S2 		 lr 		 mc 		 MSE 		 epoch 		 work_P[%] 		 PK[%] 
30 		 30 		 0.01 		 0.6 		 0.1487 		 8e+02 		 0.174 		 77.08
30 		 30 		 0.01 		 0.7 		 0.1626 		 1e+03 		 0.347 		 76.95
30 		 30 		 0.01 		 0.8 		 0.368 		 1e+01 		 0.521 		 60.55
30 		 30 		 0.01 		 0.9 		 0.2131 		   9 		 0.694 		 71.88
30 		 30 		 0.001 		 0.6 		 0.1492 		 1e+04 		 0.868 		 75.26
30 		 30 		 0.001 		 0.7 		 0.1519 		 1e+04 		 1.04 		 76.82
30 		 30 		 0.001 		 0.8 		 0.1521 		 1e+04 		 1.22 		 76.3
30 		 30 		 0.001 		 0.9 		 0.1545 		 8e+03 		 1.39 		 74.74
30 		 30 		 0.0001 		 0.6 		 0.1922 		 1e+04 		 1.56 		 71.61
30 		 30 		 0.0001 		 0.7 		 0.199 		 1e+04 		 1.74 		 68.88
30 		 30 		 0.0001 		 0.8 		 0.19 		 1e+04 		 1.91 		 72.4
30 		 30 		 0.0001 		 0.9 		 0.1863 		 1e+04 		 2.08 		 70.57
50 		 30 		 0.01 		 0.6 		 0.2878 		   8 		 2.26 		 66.93
50 		 30 		 0.01 		 0.7 		 0.1425 		 2e+03 		 2.43 		 79.56
50 		 30 		 0.01 		 0.8 		 0.2848 		 1e+01 		 2.6 		 61.59
50 		 30 		 0.01 		 0.9 		 1.064 		   7 		 2.78 		 29.3
50 		 30 		 0.001 		 0.6 		 0.4023 		 2e+01 		 2.95 		 52.73
50 		 30 		 0.001 		 0.7 		 0.1793 		 2e+03 		 3.13 		 74.09
50 		 30 		 0.001 		 0.8 		 0.1482 		 1e+04 		 3.3 		 78.78
50 		 30 		 0.001 		 0.9 		 0.1479 		 1e+04 		 3.47 		 78.13
50 		 30 		 0.0001 		 0.6 		 0.1694 		 1e+04 		 3.65 		 72.92
50 		 30 		 0.0001 		 0.7 		 0.2035 		 1e+04 		 3.82 		 70.7
50 		 30 		 0.0001 		 0.8 		 0.1953 		 1e+04 		 3.99 		 72.53
50 		 30 		 0.0001 		 0.9 		 0.1721 		 1e+04 		 4.17 		 73.96
50 		 50 		 0.01 		 0.6 		 0.1307 		 5e+03 		 4.34 		 79.82
50 		 50 		 0.01 		 0.7 		 0.1463 		 8e+02 		 4.51 		 79.43
50 		 50 		 0.01 		 0.8 		 0.814 		   7 		 4.69 		 27.86
50 		 50 		 0.01 		 0.9 		 0.794 		   7 		 4.86 		 35.94
50 		 50 		 0.001 		 0.6 		 0.1413 		 1e+04 		 5.03 		 77.6
50 		 50 		 0.001 		 0.7 		 0.1587 		 7e+03 		 5.21 		 76.56
50 		 50 		 0.001 		 0.8 		 0.14 		 1e+04 		 5.38 		 77.86
50 		 50 		 0.001 		 0.9 		 0.1396 		 1e+04 		 5.56 		 77.47
50 		 50 		 0.0001 		 0.6 		 0.2032 		 1e+04 		 5.73 		 70.7
50 		 50 		 0.0001 		 0.7 		 0.1942 		 1e+04 		 5.9 		 72.14
50 		 50 		 0.0001 		 0.8 		 0.1895 		 1e+04 		 6.08 		 72.4
50 		 50 		 0.0001 		 0.9 		 0.2058 		 1e+04 		 6.25 		 68.88
70 		 30 		 0.01 		 0.6 		 0.1205 		 7e+03 		 6.42 		 80.6
70 		 30 		 0.01 		 0.7 		 0.1389 		 6e+02 		 6.6 		 78.65
70 		 30 		 0.01 		 0.8 		 0.3044 		   8 		 6.77 		 68.49
70 		 30 		 0.01 		 0.9 		 0.4 		   9 		 6.94 		 54.69
70 		 30 		 0.001 		 0.6 		 0.1425 		 1e+04 		 7.12 		 78.78
70 		 30 		 0.001 		 0.7 		 0.1423 		 9e+03 		 7.29 		 78.39
70 		 30 		 0.001 		 0.8 		 0.1472 		 1e+04 		 7.47 		 78.39
70 		 30 		 0.001 		 0.9 		 0.2886 		 2e+01 		 7.64 		 65.1
70 		 30 		 0.0001 		 0.6 		 0.1839 		 1e+04 		 7.81 		 74.22
70 		 30 		 0.0001 		 0.7 		 0.1828 		 1e+04 		 7.99 		 73.05
70 		 30 		 0.0001 		 0.8 		 0.1653 		 1e+04 		 8.16 		 75.39
70 		 30 		 0.0001 		 0.9 		 0.1662 		 1e+04 		 8.33 		 75.26
70 		 50 		 0.01 		 0.6 		 0.1306 		 1e+03 		 8.51 		 79.17
70 		 50 		 0.01 		 0.7 		 0.1415 		 7e+02 		 8.68 		 78.65
70 		 50 		 0.01 		 0.8 		 0.1204 		 4e+03 		 8.85 		 79.04
70 		 50 		 0.01 		 0.9 		 0.7118 		   7 		 9.03 		 52.99
70 		 50 		 0.001 		 0.6 		 0.1605 		 3e+03 		 9.2 		 77.08
70 		 50 		 0.001 		 0.7 		 0.1399 		 1e+04 		 9.38 		 79.43
70 		 50 		 0.001 		 0.8 		 0.1329 		 1e+04 		 9.55 		 79.04
70 		 50 		 0.001 		 0.9 		 0.3502 		 2e+01 		 9.72 		 60.03
70 		 50 		 0.0001 		 0.6 		 0.1764 		 1e+04 		 9.9 		 76.56
70 		 50 		 0.0001 		 0.7 		 0.1768 		 1e+04 		 10.1 		 72.4
